aun,school_name,school_number,high_school,middle_school,elementary_school
114064003,Kutztown El Sch,6316,0,0,1
113362940,La Academia Partnership CS,7538,1,0,0
126513110,Laboratory CS,7565,1,0,0
119665003,Lackawanna Trail El Ctr,4524,0,0,1
119665003,Lackawanna Trail JSHS,4528,1,0,0
119354603,Lakeland El Sch - Mayfield Campus,7146,0,0,1
119354603,Lakeland El Sch - Scott Campus,6403,0,0,1
119354603,Lakeland JSHS,6404,1,0,0
118403903,Lake-Lehman JSHS,2924,1,0,0
118403903,Lake-Noxen El Sch,7060,0,0,1
118403903,Lehman-Jackson El Sch,2922,0,0,1
118403903,Ross El Sch,2920,0,0,1
104433903,Lakeview Middle-HS,8481,1,0,0
104433903,Oakview El Sch,3154,0,0,1
113363603,Hans Herr El Sch,2606,0,0,1
113363603,Lampeter El Sch,7939,0,0,1
113363603,Lampeter-Strasburg SHS,2607,1,0,0
113363603,Martin Meylin MS,6297,0,1,0
113363807,Lancaster County CTC-Brownstown Campus,5285,0,0,1
113363807,Lancaster County CTC-Mt Joy Campus,5283,0,0,1
113363807,Lancaster County CTC-Willow St Campus,5284,0,0,1
113364002,Burrowes El Sch,2598,0,0,1
113364002,Carter and MacRae El Sch,7182,0,0,1
113364002,Fulton El Sch,2581,0,0,1
113364002,Hamilton El Sch,2592,0,0,1
113364002,Jackson MS,2593,0,1,0
113364002,King El Sch,5056,0,0,1
113364002,Lafayette El Sch,2584,0,0,1
113364002,Lincoln MS,2595,0,1,0
113364002,Martin School,2599,0,0,1
113364002,McCaskey Campus,2596,0,0,1
113364002,Phoenix Academy,7922,0,0,1
113364002,Price El Sch,6762,0,0,1
113364002,Reynolds MS,2594,0,1,0
113364002,Ross El Sch,2587,0,0,1
113364002,Smith-Wade-El El Sch,2597,0,0,1
113364002,Washington El Sch,2589,0,0,1
113364002,Wharton El Sch,2590,0,0,1
113364002,Wheatland MS,2600,0,1,0
113364002,Wickersham El Sch,2591,0,0,1
113000000,Lancaster-Lebanon IU 13,0,0,0,1
101264003,Clark El Sch,2146,0,0,1
101264003,Hatfield El Sch,2163,0,0,1
101264003,Hutchinson El Sch,4700,0,0,1
101264003,Laurel Highlands MS,5146,0,1,0
101264003,Laurel Highlands SHS,6600,1,0,0
101264003,Marshall El Sch,4820,0,0,1
104374003,Laurel El Sch,7001,0,0,1
104374003,Laurel HS,2680,1,0,0
104374003,Laurel MS,8432,0,1,0
104374207,Lawrence County CTC,4940,0,0,1
113384307,Lebanon County CTC,5156,0,0,1
113384603,Harding El Sch,6616,0,0,1
113384603,Houck El Sch,5337,0,0,1
113384603,Lebanon MS,2754,0,1,0
113384603,Lebanon SHS,5155,1,0,0
113384603,Northwest El Sch,6894,0,0,1
113384603,Southeast El Sch,2746,0,0,1
113384603,Southwest El Sch,2743,0,0,1
128034503,David Leech El Sch,6579,0,0,1
128034503,Leechburg Area HS,7923,1,0,0
128034503,Leechburg Area MS,8393,0,1,0
121393007,Lehigh Career & Technical Institute,5338,0,0,1
120480002,Lehigh Valley Academy Regional CS,7681,1,0,0
120483170,Lehigh Valley Charter High School for th,7634,0,0,1
139481451,Lehigh Valley Dual Language CS,8130,1,0,0
121135503,Lehighton Area Elementary Center,8439,1,0,0
121135503,Lehighton Area HS,1315,1,0,0
121135503,Lehighton Area MS,1314,0,1,0
128034607,Lenape Tech,4807,0,0,1
116604003,Donald H Eichhorn MS,4665,0,1,0
116604003,Kelly El Sch,4084,0,0,1
116604003,Lewisburg HS,4085,1,0,0
116604003,Linntown El Sch,4081,0,0,1
103029865,Life Male STEAM Academy CS,8486,1,0,0
107654903,Laurel Valley El Sch,6940,0,0,1
107654903,Ligonier Valley HS,4442,1,0,0
107654903,Ligonier Valley MS,4440,0,1,0
107654903,Mellon El Sch,5361,0,0,1
112673500,Lincoln CS,7675,1,0,0
112000000,Lincoln IU 12,0,0,0,1
175390169,Lincoln Leadership Academy CS,8125,1,0,0
127040002,Lincoln Park Performing Arts CS,7859,1,0,0
126519476,Lindley Academy CS at Birney,8206,1,0,0
116493503,Line Mountain El Sch,6786,0,0,1
116493503,Line Mountain HS,3532,1,0,0
116493503,Line Mountain MS,8286,0,1,0
112015203,Alloway Creek El Sch,8406,0,0,1
112015203,Littlestown SHS,14,1,0,0
112015203,Maple Avenue MS,13,0,1,0
115224003,Conewago El Sch,1747,0,0,1
115224003,East Hanover El Sch,1752,0,0,1
115224003,Londonderry El Sch,1775,0,0,1
115224003,Lower Dauphin HS,1776,1,0,0
115224003,Lower Dauphin MS,7414,0,1,0
115224003,Nye El Sch,1774,0,0,1
115224003,Price,7844,0,0,1
115224003,South Hanover El Sch,1797,0,0,1
123464502,Bala-Cynwyd MS,3293,0,1,0
123464502,Belmont Hills El Sch,7597,0,0,1
123464502,Black Rock MS,8500,0,1,0
123464502,Cynwyd Sch,3286,0,0,1
123464502,Gladwyne Sch,3291,0,0,1
123464502,Harriton SHS,3296,1,0,0
123464502,Lower Merion HS,3295,1,0,0
123464502,Merion El Sch,3287,0,0,1
123464502,Penn Valley Sch,3288,0,0,1
123464502,Penn Wynne Sch,3289,0,0,1
123464502,Welsh Valley MS,3294,0,1,0
123464603,Lower Moreland HS,4960,1,0,0
123464603,Murray Avenue Sch,7212,0,0,1
123464603,Pine Road El Sch,3297,0,0,1
117414203,Donald E. Schick Sch,3036,0,0,1
117414203,Loyalsock Twp MS,3037,0,1,0
117414203,Loyalsock Twp SHS,4828,1,0,0
115509998,Loysville Youth Dev Ctr,7149,0,0,1
118000000,Luzerne IU 18,0,0,0,1
117414807,Lycoming CTC,7291,0,0,1
129544503,Mahanoy Area El Sch,7223,0,0,1
129544503,Mahanoy Area JSHS,8403,1,0,0
102023030,Manchester Academic CS,7549,1,0,0
113364403,Baron EL Sch,8461,0,0,1
113364403,Doe Run El Sch,8422,0,0,1
113364403,Manheim Central MS,7953,0,1,0
113364403,Manheim Central SHS,2618,1,0,0
113364503,Brecht Sch,2619,0,0,1
113364503,Bucher Sch,6733,0,0,1
113364503,Landis Run Intermediate School,8246,0,0,1
113364503,Manheim Twp HS,2623,1,0,0
113364503,Manheim Twp MS,5114,0,1,0
113364503,Neff Sch,2621,0,0,1
113364503,Nitrauer Sch,4708,0,0,1
113364503,Reidenbaugh El Sch,7383,0,0,1
113364503,Schaeffer Sch,2620,0,0,1
126513480,Mariana Bracetti Academy CS,7672,1,0,0
128325203,Marion Center Area JR/SR HS,2339,1,0,0
128325203,Rayne El Sch,8066,0,0,1
128325203,W.A. McCreery El Sch,8138,0,0,1
126510014,Maritime Academy CS,7777,1,0,0
125235502,Culbertson El Sch,1898,0,0,1
125235502,Loomis El Sch,1899,0,0,1
125235502,Marple Newtown SHS,1902,1,0,0
125235502,Paxon Hollow MS,1901,0,1,0
125235502,Russell El Sch,1894,0,0,1
125235502,Worrall El Sch,1896,0,0,1
104105003,Mars Area Centennial Sch,7929,0,0,1
104105003,Mars Area El Sch,1155,0,0,1
104105003,Mars Area MS,5363,0,1,0
104105003,Mars Area Primary Ctr,1158,0,0,1
104105003,Mars Area SHS,1159,1,0,0
126513150,MAST Community CS,7574,1,0,0
126513117,MaST Community CS II,8360,1,0,0
126511624,MaST Community CS III,8453,1,0,0
126510002,Mastery CHS-Lenfest Campus,7678,1,0,0
126518118,Mastery CS John Wister Elementary,8365,1,0,0
126519644,Mastery CS-Cleveland Elementary,8259,1,0,0
126511748,Mastery CS-Clymer Elementary,8208,1,0,0
126518795,Mastery CS-Francis D. Pastorius Elementa,8288,1,0,0
126513734,Mastery CS-Gratz Campus,8207,1,0,0
126513290,Mastery CS-Hardy Williams,7588,1,0,0
126516457,Mastery CS-Harrity Campus,8153,1,0,0
126519433,Mastery CS - Mann Campus,8152,1,0,0
151514721,Mastery CS-Pickett Campus,7961,1,0,0
126510022,Mastery CS -Shoemaker Campus,7909,1,0,0
126517286,Mastery CS-Smedley Campus,8151,1,0,0
126510023,Mastery CS - Thomas Campus,7910,1,0,0
126517643,Mastery Prep Elementary CS,8427,1,0,0
126513230,Math Civics and Sciences CS,7582,1,0,0
101633903,Claysville El Sch,4248,0,0,1
101633903,Joe Walker El Sch,4244,0,0,1
101633903,McGuffey HS,4249,1,0,0
101633903,McGuffey MS,6976,0,1,0
103026002,Founders Hall Middle Sch,7673,0,0,1
103026002,Francis McClure El Sch,8400,0,0,1
103026002,McKeesport Area SHS,6105,1,0,0
103026002,Twin Rivers El Sch,8399,0,0,1
103026037,McKeesport Area Tech Ctr,6672,0,0,1
115216503,Broad Street El Sch,1709,0,0,1
115216503,Elmwood Academy,7837,0,0,1
115216503,Kindergarten Academy,8008,0,0,1
115216503,Mechanicsburg Area SHS,5098,1,0,0
115216503,Mechanicsburg MS,1715,0,1,0
115216503,Northside El Sch,5021,0,0,1
115216503,Shepherdstown El Sch,1711,0,0,1
115216503,Upper Allen El Sch,4851,0,0,1
126519392,Memphis Street Academy CS @ JP Jones,8257,1,0,0
104435003,Mercer Area El Sch,3157,0,0,1
104435003,Mercer Area MS,7792,0,1,0
104435003,Mercer Area SHS,3158,1,0,0
104435107,Mercer County Career Center,6744,1,0,0
123465303,Arcola Intrmd Sch,6716,0,0,1
123465303,Arrowhead El Sch,6845,0,0,1
123465303,Eagleville El Sch,3303,0,0,1
123465303,Methacton HS,3305,1,0,0
123465303,Skyview Upper El Sch,8139,0,0,1
123465303,Woodland El Sch,5252,0,0,1
123465303,Worcester El Sch,7573,0,0,1
108565203,Meyersdale Area El Sch,6208,0,0,1
108565203,Meyersdale Area HS,3994,1,0,0
108565203,Meyersdale Area MS,7613,0,1,0
119355503,Mid Valley El Ctr,2423,0,0,1
119355503,Mid Valley Secondary Center,8304,1,0,0
122097007,Middle Bucks Institute of Technology,5175,0,0,1
115226003,Fink El Sch,8005,0,0,1
115226003,Kunkel El Sch,1788,0,0,1
115226003,Middletown Area HS,1790,1,0,0
115226003,Middletown Area MS,1785,0,1,0
115226003,Robert Reid El Sch,7756,0,0,1
116555003,Middleburg El Sch,3961,0,0,1
116555003,Midd-West HS,3962,1,0,0
116555003,Midd-West MS,7799,0,1,0
116555003,West Snyder El Sch,8232,0,0,1
127045303,Midland El/MS,6566,0,1,0
127041735,Midland Innovation & Technology CS,8496,1,0,0
104000000,Midwestern IU 4,0,0,0,1
111444307,Mifflin County Academy of Science and Te,8307,0,0,1
111444602,East Derry El Sch,6261,0,0,1
111444602,Indian Valley El Sch,8182,0,0,1
111444602,Indian Valley Intrmd Sch,8183,0,0,1
111444602,Lewistown El Sch,7789,0,0,1
111444602,Lewistown Intrmd Sch,8184,0,0,1
111444602,Mifflin Co HS,8187,1,0,0
111444602,Mifflin Co JHS,8186,1,0,0
111444602,Mifflin Co MS,8185,0,1,0
111444602,Strodes Mills El Sch,3196,0,0,1
116605003,Mifflinburg Area Intrmd Sch,7863,0,0,1
116605003,Mifflinburg Area MS,6809,0,1,0
116605003,Mifflinburg Area SHS,4091,1,0,0
116605003,Mifflinburg El Sch,6360,0,0,1
105257602,Asbury El Sch,2053,0,0,1
105257602,Belle Valley El Sch,2054,0,0,1
105257602,Chestnut Hill El Sch,4724,0,0,1
105257602,Grandview El Sch,5329,0,0,1
105257602,James S Wilson MS,4954,0,1,0
105257602,McDowell HS,8071,1,0,0
105257602,Tracy El Sch,2059,0,0,1
105257602,Walnut Creek MS,7384,0,1,0
105257602,Westlake MS,2062,0,1,0
115226103,Lenkerville El Sch,1793,0,0,1
115226103,Millersburg Area MS,6682,0,1,0
115226103,Millersburg Area SHS,1794,1,0,0
116195004,Millville Area El Sch,7064,0,0,1
116195004,Millville Area JSHS,1623,1,0,0
116495003,James F Baugher El Sch,5353,0,0,1
116495003,Milton Area MS,6863,0,1,0
116495003,Milton HS,3541,1,0,0
116495003,White Deer El Sch,3537,0,0,1
129544703,Early Childhood Edu Ctr,4836,0,0,1
129544703,Minersville Area El Ctr,6699,0,0,1
129544703,Minersville Area JSHS,6583,1,0,0
104375003,Mohawk El Sch,7108,0,0,1
104375003,Mohawk JHS,8404,1,0,0
104375003,Mohawk SHS,2686,1,0,0
101634207,Mon Valley CTC,6635,0,0,1
107655803,Monessen El Ctr,4444,0,0,1
107655803,Monessen MS,7399,0,1,0
107655803,Monessen SHS,6181,1,0,0
104105353,Dassa McKinney El Sch,6605,0,0,1
104105353,Moniteau JSHS,1164,1,0,0
120454507,Monroe Career & Tech Inst,6674,0,0,1
105250004,Montessori Regional CS,7800,1,0,0
117415004,Montgomery El Sch,3039,0,0,1
117415004,Montgomery JSHS,3040,1,0,0
123000000,Montgomery County IU 23,0,0,0,1
103026303,David E Williams MS,8177,0,1,0
103026303,Montour El Sch,8418,0,0,1
103026303,Montour HS,5017,1,0,0
117415103,C E McCall MS,5343,0,1,0
117415103,Loyalsock Valley El Sch,3044,0,0,1
117415103,Lyter El Sch,3042,0,0,1
117415103,Montoursville Area SHS,3045,1,0,0
119584503,Choconut Valley El Sch,5354,0,0,1
119584503,Lathrop Street El Sch,6421,0,0,1
119584503,Montrose Area JSHS,4044,1,0,0
103026343,Bon Meade El Sch,240,0,0,1
103026343,J H Brooks El Sch,7441,0,0,1
103026343,J.A. Allard El Sch,8347,0,0,1
103026343,McCormick El Sch,7952,0,0,1
103026343,Moon Area Lower MS,8253,0,1,0
103026343,Moon Area Upper MS,8254,0,1,0
103026343,Moon SHS,4951,1,0,0
103026343,Richard J. Hyde El Sch,8370,0,0,1
122097203,Grandview El Sch,8112,0,0,1
122097203,Morrisville HS,8381,1,0,0
122097203,Morrisville Intermediate Sch,8380,0,0,1
110175003,Moshannon Valley El Sch,6929,0,0,1
110175003,Moshannon Valley JSHS,1550,1,0,0
116495103,Mount Carmel Area El Sch,7498,0,0,1
116495103,Mount Carmel Area HS,6936,1,0,0
116495103,Mount Carmel Area JH,8135,0,0,1
107655903,Donegal El Sch,4454,0,0,1
107655903,Mount Pleasant Area HS,4458,1,0,0
107655903,Mount Pleasant Area JHS,7791,1,0,0
107655903,Norvelt El Sch,4455,0,0,1
107655903,Ramsay El Sch,4457,0,0,1
111316003,Mount Union Area JHS,2297,1,0,0
111316003,Mount Union Area SHS,7944,1,0,0
111316003,Mount Union-Kistler El Sch,7733,0,0,1
111316003,Shirley Twp El Sch,2291,0,0,1
119584603,Mountain View El Sch,7339,0,0,1
119584603,Mountain View JSHS,4049,1,0,0
103026402,Foster El Sch,249,0,0,1
103026402,Hoover El Sch,251,0,0,1
103026402,Howe El Sch,248,0,0,1
103026402,Jefferson El Sch,250,0,0,1
103026402,Jefferson MS,7535,0,1,0
103026402,Lincoln El Sch,246,0,0,1
103026402,Markham El Sch,247,0,0,1
103026402,Mellon MS,7534,0,1,0
103026402,Mt Lebanon SHS,254,1,0,0
103026402,Washington El Sch,245,0,0,1
114065503,C E Cole Intermediate Sch,8006,0,0,1
114065503,Muhlenberg El Ctr,4919,0,0,1
114065503,Muhlenberg HS,6610,1,0,0
114065503,Muhlenberg Jr MS,827,0,1,0
126513000,Multicultural Academy CS,7546,1,0,0
117415303,Muncy JSHS,3048,1,0,0
117415303,Ward L Myers El Sch,3047,0,0,1
120484803,Kenneth N Butz Jr El Sch,8054,0,0,1
120484803,Lower Nazareth El Sch,8055,0,0,1
120484803,Nazareth Area HS,3495,1,0,0
120484803,Nazareth Area Intermediate Sch,8053,0,0,1
120484803,Nazareth Area MS,3494,0,1,0
120484803,Shafer El Sch,8056,0,0,1
122097502,Buck El Sch,5154,0,0,1
122097502,Hoover El Sch,7128,0,0,1
122097502,Joseph E Ferderbar El Sch,1069,0,0,1
122097502,Maple Point MS,7380,0,1,0
122097502,Miller El Sch,1071,0,0,1
122097502,Neshaminy HS,6455,1,0,0
122097502,Poquessing MS,1077,0,1,0
122097502,Sandburg MS,1076,0,1,0
122097502,Schweitzer El Sch,1072,0,0,1
122097502,Tawanka El Sch,8374,0,0,1
104375203,Neshannock JSHS,2689,1,0,0
104375203,Neshannock Memorial El Sch,2688,0,0,1
127045653,New Brighton Area El Sch,6720,0,0,1
127045653,New Brighton Area HS,695,1,0,0
127045653,New Brighton Area MS,694,0,1,0
104375302,Harry W Lockley Early Learning Center,8319,1,0,0
104375302,New Castle JHS,8284,1,0,0
104375302,New Castle SHS,2704,1,0,0
104375302,Washington Intrmd Sch,7164,0,0,1
111440001,New Day CS,7762,1,0,0
126513420,New Foundations CS,7649,1,0,0
122097604,New Hope-Solebury HS,1084,1,0,0
122097604,New Hope-Solebury Lower El Sch,1082,0,0,1
122097604,New Hope-Solebury MS,7561,0,1,0
122097604,New Hope-Solebury Upper El Sch,7830,0,0,1
107656303,Berkey Sch,8321,0,0,1
107656303,Martin Sch,4466,0,0,1
107656303,Roy A. Hunt El Sch,8322,0,0,1
107656303,Valley JSHS,8323,1,0,0
115504003,Newport El Sch,5260,0,0,1
115504003,Newport HS,7930,1,0,0
115504003,Newport MS,7931,0,1,0
110143120,Nittany Valley CS,7566,1,0,0
123465602,Cole Manor El Sch,3263,0,0,1
123465602,East Norriton MS,3265,0,1,0
123465602,Eisenhower MS,3321,0,1,0
123465602,Gotwals El Sch,5080,0,0,1
123465602,Hancock El Sch,3318,0,0,1
123465602,Marshall Street El Sch,3408,0,0,1
123465602,Norristown Area HS,6729,1,0,0
123465602,Paul V Fly El Sch,5253,0,0,1
123465602,Ray S. Musselman Learning Center,8313,1,0,0
123465602,Roosevelt Campus of the Norristown Area,6998,0,0,1
123465602,Stewart MS,3320,0,1,0
123465602,Whitehall El Sch,7364,0,0,1
103026852,Bradford Woods El Sch,263,0,0,1
103026852,Carson MS,5108,0,1,0
103026852,Franklin El Sch,265,0,0,1
103026852,Hosack El Sch,6603,0,0,1
103026852,Ingomar El Sch,266,0,0,1
103026852,Ingomar MS,270,0,1,0
103026852,Marshall El Sch,7346,0,0,1
103026852,Marshall MS,7379,0,1,0
103026852,McKnight El Sch,268,0,0,1
103026852,North Allegheny HS,8305,1,0,0
103026852,Peebles El Sch,269,0,0,1
116479998,North Central Secure Trmnt Unt,7151,0,0,1
106167504,North Clarion Co El Sch,5139,0,0,1
106167504,North Clarion Co JSHS,1489,1,0,0
105258303,Earle C Davis Primary,4946,0,0,1
105258303,North East HS,6145,1,0,0
105258303,North East Intrmd El,6144,0,0,1
105258303,North East MS,7360,0,1,0
103026902,Highcliff El Sch,8142,0,0,1
103026902,McIntyre El Sch,8052,0,0,1
103026902,North Hills MS,6106,0,1,0
103026902,North Hills SHS,7101,1,0,0
103026902,Ross El Sch,291,0,0,1
103026902,West View El Sch,290,0,0,1
123465507,North Montco Tech Career Center,4958,1,0,0
123465702,Bridle Path El Sch,7406,0,0,1
123465702,General Nash El Sch,6907,0,0,1
123465702,Gwynedd Square El Sch,7314,0,0,1
123465702,Gwyn-Nor El Sch,4831,0,0,1
123465702,Hatfield El Sch,5344,0,0,1
123465702,Inglewood El Sch,3379,0,0,1
123465702,Knapp El Sch,3309,0,0,1
123465702,Kulp El Sch,3275,0,0,1
123465702,Montgomery El Sch,4830,0,0,1
123465702,North Penn SHS,5345,1,0,0
123465702,North Wales El Sch,3325,0,0,1
123465702,Oak Park El Sch,3280,0,0,1
123465702,Pennbrook MS,3322,0,1,0
123465702,Penndale MS,3324,0,1,0
123465702,Pennfield MS,3323,0,1,0
123465702,Walton Farm El Sch,7407,0,0,1
123465702,York Avenue El Sch,3278,0,0,1
119356503,Jefferson El Sch,8097,0,0,1
119356503,Moscow El Sch,8098,0,0,1
119356503,North Pocono HS,2446,1,0,0
119356503,North Pocono Intmd Sch,8099,0,0,1
119356503,North Pocono MS,5233,0,1,0
129545003,North Schuylkill Elem Sch,7950,0,0,1
129545003,North Schuylkill JSHS,3883,1,0,0
108565503,North Star Central El Sch,4837,0,0,1
108565503,North Star East MS,7259,0,1,0
108565503,North Star HS,3988,1,0,0
120484903,Colonel John Siegfried El Sch,7430,0,0,1
120484903,George Wolf El Sch,5062,0,0,1
120484903,Lehigh El Sch,3499,0,0,1
120484903,Moore El Sch,3500,0,0,1
120484903,Northampton Area HS,3505,1,0,0
120484903,Northampton Area MS,5258,0,1,0
117083004,Northeast Bradford El Sch,5209,0,0,1
117083004,Northeast Bradford JSHS,964,1,0,0
119000000,Northeastern Educational IU 19,0,0,0,1
112674403,Conewago El Sch,4572,0,0,1
112674403,Mt Wolf El Sch,7375,0,0,1
112674403,Northeastern MS,4578,0,1,0
112674403,Northeastern SHS,4577,1,0,0
112674403,Orendorf El Sch,5272,0,0,1
112674403,Shallow Brook Inter Sch,7962,0,0,1
112674403,Spring Forge Intrd Sch,7644,0,0,1
112674403,York Haven El Sch,4576,0,0,1
108056004,Northern Bedford Co El Sch,7167,0,0,1
108056004,Northern Bedford County HS,8436,1,0,0
108056004,Northern Bedford County MS,8435,0,1,0
108114503,Northern Cambria El Sch,6859,0,0,1
108114503,Northern Cambria HS,6201,1,0,0
108114503,Northern Cambria MS,6860,0,1,0
113385003,East Hanover El Sch,2758,0,0,1
113385003,Fredericksburg El Sch,2755,0,0,1
113385003,Jonestown El Sch,2757,0,0,1
113385003,Lickdale El Sch,2756,0,0,1
113385003,Northern Lebanon MS,8310,0,1,0
113385003,Northern Lebanon SHS,2760,1,0,0
121394503,Northern Lehigh MS,6829,0,1,0
121394503,Northern Lehigh SHS,2818,1,0,0
121394503,Peters El Sch,2813,0,0,1
121394503,Slatington El Sch,6727,0,0,1
109535504,Northern Potter Childrens Sch,6931,0,0,1
109535504,Northern Potter JSHS,3875,1,0,0
117080607,Northern Tier Career Center,6908,1,0,0
117596003,Clark Wood El Sch,6371,0,0,1
117596003,Cowanesque Valley JSHS,4058,1,0,0
117596003,Russell B Walter El Sch,4060,0,0,1
117596003,Westfield Area El Sch,4057,0,0,1
117596003,Williamson SHS,6373,1,0,0
107656407,Northern Westmoreland CTC,6816,0,0,1
115674603,Dillsburg El Sch,4579,0,0,1
115674603,Northern El Sch,4581,0,0,1
115674603,Northern HS,6345,1,0,0
115674603,Northern MS,6346,0,1,0
115674603,South Mountain El Sch,7572,0,0,1
115674603,Wellsville Campus,4580,0,0,1
103026873,Avalon El Sch,30,0,0,1
103026873,Bellevue El Sch,6977,0,0,1
103026873,Northgate MSHS,53,1,1,0
116495207,Northumberland County CTC,6353,0,0,1
118406003,Northwest Area HS,2958,1,0,0
118406003,Northwest Area Intermediate Sch,2955,0,0,1
118406003,Northwest Area Primary Sch,2956,0,0,1
105000000,Northwest Tri-County IU 5,0,0,0,1
121394603,Northwestern Lehigh El Sch,6449,0,0,1
121394603,Northwestern Lehigh HS,2821,1,0,0
121394603,Northwestern Lehigh MS,7353,0,1,0
121394603,Weisenberg El Sch,2819,0,0,1
105258503,Northwestern El Sch,5144,0,0,1
105258503,Northwestern MS,6146,0,1,0
105258503,Northwestern SHS,6745,1,0,0
105258503,Springfield El Sch,2070,0,0,1
126510019,Northwood Academy CS,7856,1,0,0
107656502,Hahntown El Sch,8101,0,0,1
107656502,Hillcrest Intermediate Sch,7758,0,0,1
107656502,Norwin MS,4482,0,1,0
107656502,Norwin SHS,4717,1,0,0
107656502,Sheridan Terrace El Sch,7757,0,0,1
107656502,Stewartsville El Sch,5270,0,0,1
107656502,Sunset Valley El Sch,7716,0,0,1
124156503,Octorara Area JSHS,1414,1,0,0
124156503,Octorara El Sch,1413,0,0,1
124156503,Octorara Intermediate Sch,8004,0,0,1
124156503,Octorara Primary LC,7656,0,0,1
106616203,Hasson Heights Sch,4115,0,0,1
106616203,Oil City Area MS,7215,0,1,0
106616203,Oil City SHS,4931,1,0,0
106616203,Seventh Street Sch,8235,0,0,1
106616203,Smedley Street Sch,4116,0,0,1
119356603,Old Forge El Sch,2448,0,0,1
119356603,Old Forge JSHS,2449,1,0,0
114066503,Oley Valley El Sch,7378,0,0,1
114066503,Oley Valley MS,6319,0,1,0
114066503,Oley Valley SHS,6318,1,0,0
109537504,Oswayo Valley El Sch,3876,0,0,1
109537504,Oswayo Valley HS,3877,1,0,0
109537504,Oswayo Valley MS,7753,0,1,0
109426003,Otto-Eldred El Sch,3106,0,0,1
109426003,Otto-Eldred JSHS,3107,1,0,0
124156603,East Coventry El Sch,7304,0,0,1
124156603,East Vincent El Sch,7198,0,0,1
124156603,French Creek El Sch,7197,0,0,1
124156603,North Coventry El Sch,6487,0,0,1
124156603,Owen J Roberts HS,1406,1,0,0
124156603,Owen J Roberts MS,5010,0,1,0
124156603,West Vincent El Sch,7994,0,0,1
124156703,Elk Ridge School,8063,0,0,1
124156703,Hopewell El Sch,8064,0,0,1
124156703,Jordan Bank Sch,6624,0,0,1
124156703,Nottingham Sch,6623,0,0,1
124156703,Oxford Area HS,1420,1,0,0
124156703,Penn's Grove Sch,1418,0,0,1
122098003,Durham-Nockamixon El Sch,7063,0,0,1
122098003,Palisades HS,1094,1,0,0
122098003,Palisades MS,7312,0,1,0
122098003,Springfield El Sch,1091,0,0,1
122098003,Tinicum El Sch,6456,0,0,1
121136503,Palmerton Area HS,4734,1,0,0
121136503,Palmerton Area JHS,7140,1,0,0
121136503,Parkside Education Center,7993,1,0,0
121136503,S S Palmer El Sch,7172,0,0,1
121136503,Towamensing El Sch,1319,0,0,1
113385303,Forge Road El Sch,2761,0,0,1
113385303,Lingle Avenue El Sch,8157,0,0,1
113385303,Northside El Sch,8162,0,0,1
113385303,Palmyra Area MS,2765,0,1,0
113385303,Palmyra Area SHS,2766,1,0,0
113385303,Pine Street El Sch,2764,0,0,1
173515368,Pan American Academy CS,7985,1,0,0
121136603,Panther Valley El Sch,1322,0,0,1
121136603,Panther Valley Intermediate Sch,8349,0,0,1
121136603,Panther Valley JSHS,8348,1,0,0
121395103,Cetronia Sch,2824,0,0,1
121395103,Fogelsville Sch,4672,0,0,1
121395103,Fred J. Jaindl El Sch,8141,0,0,1
121395103,Ironton Sch,2823,0,0,1
121395103,Kernsville Sch,6801,0,0,1
121395103,Kratzer Sch,2827,0,0,1
121395103,Orefield MS,7604,0,1,0
121395103,Parkland HS,2829,1,0,0
121395103,Parkway Manor Sch,2826,0,0,1
121395103,Schnecksville Sch,2825,0,0,1
121395103,Springhouse MS,7603,0,1,0
121395103,Veterans Memorial El Sch,8474,0,0,1
103027307,Parkway West CTC,5274,0,0,1
102023217,Passport Academy CS,8308,1,0,0
120485603,Pen Argyl Area HS,6439,1,0,0
120485603,Plainfield El Sch,3511,0,0,1
120485603,Wind Gap MS,5351,0,1,0
108116003,Penn Cambria HS,1213,1,0,0
108116003,Penn Cambria Intrmd Sch,7139,0,0,1
108116003,Penn Cambria MS,6990,0,1,0
108116003,Penn Cambria Pre-Primary,6202,0,0,1
108116003,Penn Cambria Primary Sch,1255,0,0,1
103022481,Penn Hills CS of Entrepreneurship,8160,1,0,0
103027352,Linton MS,5019,0,1,0
103027352,Penn Hills El Sch,8327,0,0,1
103027352,Penn Hills SHS,309,1,0,0
113365203,Central Manor El Sch,7141,0,0,1
113365203,Conestoga El Sch,2516,0,0,1
113365203,Eshleman El Sch,2629,0,0,1
113365203,Hambright El Sch,2626,0,0,1
113365203,Letort El Sch,2627,0,0,1
113365203,Manor Middle School,7410,0,0,1
113365203,Martic El Sch,2628,0,0,1
113365203,Marticville MS,5238,0,1,0
113365203,Penn Manor HS,2633,1,0,0
113365203,Pequea El Sch,2634,0,0,1
105204703,Cambridge Springs El Sch,1630,0,0,1
105204703,Cambridge Springs JSHS,1629,1,0,0
105204703,Maplewood El Sch,6137,0,0,1
105204703,Maplewood JSHS,6942,1,0,0
105204703,Saegertown El Sch,7278,0,0,1
105204703,Saegertown JSHS,6136,1,0,0
125236903,Aston El Sch,1911,0,0,1
125236903,Coebourn El Sch,1910,0,0,1
125236903,Northley MS,5143,0,1,0
125236903,Parkside El Sch,1912,0,0,1
125236903,Pennell El Sch,5223,0,0,1
125236903,Sun Valley HS,1915,1,0,0
